, InstallationID , InstallationType , PanelType      , Capacity (kW) , EnergyProduced (kWh) , MaintenanceFrequency (months) , Cost (₹) , Region        , Latitude , Longitude , TypeOfInstallation     , InstallerName  , WarrantyYears , AnnualSavings (₹) 
1291, S007           ,0,0,46,5184,7,322215,0,15.4902,73.2814,0,1,18,69184
1292, S004           ,2,1,13,1207,21,56000,5,13.9234,72.7821,0,3,24,10000
1293, S002           ,0,2,81,5431,8,340872,8,11.1427,75.2941,0,2,20,54006
1294, S006           ,1,2,100,10500,6,677073,9,20.0951,80.3824,1,0,21,110089
1295, S005           ,0,2,100,4132,5,534188,7,23.4407,73.2237,1,0,19,144135
1296, S008           ,0,1,51,5096,6,278859,7,27.2636,75.9972,0,1,19,71038
1297, S005           ,2,1,11,1490,21,56000,8,17.0034,75.378,1,3,19,10000
1298, S009           ,1,2,82,9672,5,594691,6,10.8505,71.1924,1,0,19,114160
1299, S007           ,0,0,48,720,20,344872,2,15.2838,72.9878,0,3,22,73774
1300, S002           ,2,1,95,1535,6,94324,6,23.2095,74.5456,0,0,23,106830
1301, S008           ,0,1,6,5177,7,357611,1,10.8505,76.9573,0,1,21,60139
1302, S010           ,0,2,45,4864,8,639487,1,10.8505,75.8923,1,1,19,76652
1303, S003           ,1,2,88,10500,7,537161,5,20.9489,81.4342,1,0,18,104964
1304, S004           ,2,0,8,1048,17,56000,3,14.3636,78.0861,0,3,25,21864
1305, S004           ,2,0,23,993,18,60808,8,10.8505,71.1924,0,3,23,10000
1306, S002           ,0,1,57,4952,7,310709,5,24.3886,75.1193,0,1,18,64229
1307, S006           ,1,2,100,10500,4,700000,5,22.1729,76.1345,1,0,20,97474
1308, S003           ,1,2,91,9662,5,448074,9,19.539,85.046,1,0,19,122545
1309, S004           ,1,0,14,2180,19,150771,2,23.019,76.3129,0,0,23,120365
1310, S010           ,2,0,10,1338,16,56000,8,10.8505,77.2944,0,3,23,19890
1311, S006           ,1,2,12,2441,7,657637,9,10.8505,75.4473,1,0,24,132842
1312, S003           ,1,2,80,10315,5,498957,9,22.2498,85.5049,1,0,20,129713
1313, S006           ,0,1,85,9813,6,642009,1,21.5671,71.1924,1,0,19,62829
1314, S007           ,0,1,48,2302,6,297272,5,10.8505,72.8061,0,2,24,71051
1315, S005           ,2,1,15,742,20,56174,2,13.6123,78.2115,0,3,23,12907
1316, S010           ,2,0,6,1714,22,65718,8,10.8532,74.9235,1,3,24,10000
1317, S009           ,1,2,87,9628,4,588383,9,19.3744,85.0438,1,0,20,107166
1318, S008           ,0,0,42,4753,6,297655,5,22.3971,83.4093,0,2,21,133592
1319, S005           ,2,1,72,5083,5,290782,7,15.3034,78.6844,0,1,20,59819
1320, S005           ,0,1,51,6207,7,258076,0,17.8104,73.9367,0,1,18,64743
1321, S006           ,1,0,100,7874,6,488649,6,23.8185,76.6876,1,0,22,139874
1322, S009           ,1,2,12,9552,7,632354,6,10.8505,76.4308,1,0,20,111798
1323, S010           ,1,0,12,1667,17,56000,8,10.8505,73.4209,1,2,19,10000
1324, S008           ,0,1,50,6321,7,349851,0,27.2772,74.4414,0,2,18,52733
1325, S009           ,1,2,100,10091,6,576442,3,25.1162,77.6713,1,0,20,137669
1326, S008           ,2,1,89,1438,20,533615,2,13.149,76.6187,0,3,20,10000
1327, S004           ,2,2,100,1919,5,700000,6,18.8506,78.3121,0,0,24,124122
1328, S008           ,2,0,6,5209,24,298981,1,11.0835,75.1734,0,2,20,20928
1329, S010           ,2,0,6,1720,23,56000,6,13.75,77.3695,0,0,25,15659
1330, S009           ,1,2,94,10500,4,630335,2,11.8264,83.693,0,2,25,126731
1331, S010           ,2,0,16,1620,24,56000,2,12.6799,73.9476,0,3,24,11162
1332, S009           ,1,2,100,9359,7,514664,9,18.9663,81.5689,1,0,20,121972
1333, S010           ,2,0,6,1147,21,115243,2,16.488,74.5029,0,3,24,10000
1334, S010           ,1,1,6,4659,6,299244,8,21.6413,71.1924,0,3,20,65138
1335, S003           ,1,2,100,10500,6,557576,1,11.478,85.0596,1,0,22,132221
1336, S008           ,0,1,39,5627,7,288021,7,14.4124,73.5578,0,1,19,60925
1337, S006           ,2,0,10,730,24,56000,2,14.6721,75.9437,0,3,23,10000
1338, S004           ,0,1,42,5592,6,290363,7,26.6753,73.9251,0,2,19,64797
1339, S004           ,2,2,6,1514,18,57752,2,10.8505,75.6978,1,0,24,10000
1340, S006           ,2,0,23,2282,16,83737,8,10.8505,82.7212,0,3,23,10000
1341, S008           ,0,1,49,5084,7,331799,7,24.59,74.1795,1,2,19,67462
1342, S009           ,1,2,94,10500,5,564332,9,17.269,85.1848,1,0,20,124420
1343, S003           ,1,2,7,2173,19,56000,9,24.8133,79.0597,1,0,23,22557
1344, S006           ,2,1,12,1977,24,282584,3,13.7554,77.1696,0,3,22,15405
1345, S005           ,0,1,50,5513,8,287723,7,28.6139,76.2942,0,1,19,47681
1346, S010           ,2,0,6,1632,24,56000,3,13.3585,74.0598,0,3,22,13068
1347, S008           ,0,1,46,4983,8,274312,7,26.5209,76.7177,0,2,19,64742
1348, S008           ,2,1,48,4962,6,286966,8,13.0384,73.2955,0,3,20,10000
1349, S010           ,1,0,87,9674,17,69453,2,24.366,72.5946,0,0,19,113678
1350, S005           ,2,0,10,1048,24,56000,5,10.8505,74.2978,0,2,24,10000
1351, S008           ,0,1,48,4559,4,305860,7,23.8364,74.2862,1,1,18,62549
1352, S003           ,1,2,92,10076,6,613176,9,21.042,82.9128,1,0,21,126263
1353, S007           ,2,0,6,1674,21,76491,8,10.8505,72.5635,1,3,22,10000
1354, S007           ,1,1,79,8849,6,339372,5,23.7368,78.6728,1,2,20,112702
1355, S005           ,0,1,47,5433,6,327260,0,24.9104,73.8758,0,1,18,60475
1356, S006           ,2,0,6,1671,24,120291,2,22.0385,73.3057,0,3,22,10000
1357, S009           ,2,2,83,2314,6,470071,9,25.9778,75.8435,1,0,19,120508
1358, S007           ,2,2,6,2432,12,56000,3,10.8505,77.8178,1,3,23,10000
1359, S010           ,1,2,92,9647,5,460469,9,20.4005,86.4104,1,0,20,141807
1360, S009           ,1,2,95,10027,7,700000,7,19.1003,84.1829,1,0,20,131114
1361, S007           ,2,0,15,720,21,56000,2,10.8505,76.152,0,3,24,10000
1362, S008           ,0,1,48,5824,7,315205,0,22.511,71.1924,1,0,18,63139
1363, S008           ,0,1,46,5723,5,56000,7,11.3453,73.1244,1,2,23,99023
1364, S002           ,0,1,52,6539,4,270889,6,25.6897,77.5413,1,1,21,55463
1365, S003           ,0,1,53,6845,5,302629,1,24.1364,71.1924,1,1,18,57053
1366, S007           ,0,0,88,1057,21,60496,6,10.8505,75.7119,0,3,23,18260
1367, S003           ,0,1,41,5414,7,306581,1,27.8984,74.6579,0,2,19,75278
1368, S008           ,2,2,6,2005,17,153166,8,11.9134,73.1557,0,3,23,10000
1369, S002           ,1,0,42,5180,7,298334,3,19.1511,74.1232,0,2,20,75584
1370, S004           ,0,0,11,1243,5,114255,2,13.6717,73.2864,1,3,24,10000
1371, S006           ,1,2,100,9794,4,621099,9,17.967,75.6163,1,0,20,144565
1372, S006           ,1,2,6,9885,12,58124,2,21.9656,86.9124,0,3,22,21962
1373, S009           ,1,0,9,1304,17,56000,2,10.8505,77.1945,1,3,24,10000
1374, S006           ,0,1,49,5238,8,306679,1,20.386,78.5845,0,1,19,60348
1375, S005           ,2,0,84,10500,7,258478,8,14.8512,74.9512,1,3,19,14151
1376, S007           ,1,0,94,9689,5,100686,3,20.3604,86.0274,1,0,24,16249
1377, S007           ,1,2,78,9567,4,637221,5,20.2515,82.4931,0,0,23,121475
1378, S009           ,1,2,87,10500,5,436614,5,18.7287,87.855,1,0,20,129726
1379, S007           ,1,2,56,9905,5,606250,5,21.364,74.5659,0,0,20,115042
1380, S007           ,1,1,6,9715,16,76177,6,12.7604,74.5044,0,3,23,10094
1381, S009           ,1,0,11,1859,21,61961,6,10.8505,76.7696,1,0,24,15138
1382, S010           ,2,0,8,2692,24,56000,2,10.8505,74.3886,0,3,24,10000
1383, S003           ,0,0,43,3902,20,637912,0,10.8505,76.5694,1,3,19,150000
1384, S008           ,1,1,48,6033,8,498127,1,21.4241,74.5519,1,2,19,53165
1385, S004           ,2,0,67,5066,5,56000,8,12.6313,76.7627,0,3,23,61559
1386, S003           ,1,2,94,10277,7,615966,8,24.4018,75.8663,1,0,23,25094
1387, S005           ,1,2,75,10266,6,543587,7,20.2929,75.3681,1,0,19,119723
1388, S009           ,1,2,100,8057,6,626126,5,19.2028,71.9606,1,0,22,119317
1389, S005           ,0,1,37,5047,7,271730,7,16.1454,77.306,0,2,19,64864
1390, S008           ,2,1,7,10156,7,525088,7,22.2238,71.8009,1,2,19,123518
1391, S006           ,1,2,98,10111,5,614465,6,22.1363,76.408,1,2,18,108767
1392, S007           ,2,2,14,1670,19,56000,2,10.8505,75.3881,0,3,25,10000
1393, S010           ,0,0,47,5322,7,297726,1,11.8922,77.4672,0,2,20,68541
1394, S005           ,2,0,6,7711,21,622447,9,22.3474,75.9381,1,0,20,107394
1395, S007           ,2,0,19,720,19,112558,7,20.4387,72.4794,0,3,23,22114
1396, S005           ,1,2,97,9180,5,550781,9,26.2529,71.1924,1,0,20,88263
1397, S010           ,2,0,6,1746,17,104778,3,10.8505,75.8737,0,3,22,10000
1398, S003           ,0,0,100,9128,7,467453,6,23.4184,71.9954,0,0,20,54159
1399, S006           ,0,1,100,10162,6,633074,7,15.0005,71.8322,1,3,23,12604
1400, S006           ,2,1,55,6140,7,279163,0,20.9978,71.1924,0,3,19,69421
1401, S007           ,0,0,51,5554,5,244667,3,22.9867,73.2188,0,1,20,57452
1402, S006           ,1,2,90,10212,6,619745,5,11.5883,72.11,1,0,20,139612
1403, S004           ,2,0,9,3689,20,89403,3,10.8505,71.1924,0,3,25,10000
1404, S003           ,0,1,6,5699,6,555024,7,22.1009,75.4091,0,1,19,61731
1405, S008           ,0,1,46,5492,7,295431,0,22.7401,74.9117,0,1,18,54091
1406, S005           ,1,2,59,8354,4,492567,5,22.8685,72.8765,1,0,20,101142
1407, S006           ,1,2,56,5738,5,700000,3,22.2199,75.5901,0,0,19,52304
1408, S003           ,2,2,93,9197,4,637993,0,10.8505,76.0595,0,0,21,136123
1409, S008           ,0,2,94,9746,6,304914,9,25.2226,75.5991,1,2,23,72127
1410, S010           ,2,0,11,1284,23,56000,2,13.8705,77.0574,0,3,23,10000
1411, S002           ,1,2,96,7975,6,499975,8,22.7941,84.3032,1,0,21,102884
1412, S004           ,0,2,84,5608,7,243462,8,10.9199,75.5591,0,1,18,70007
1413, S007           ,2,0,12,2124,24,56000,3,10.8505,73.0256,0,3,23,21247
1414, S007           ,2,0,18,1311,17,106381,5,21.676,77.8182,0,3,25,10000
1415, S007           ,2,0,6,1889,16,56000,2,12.4359,77.5085,0,3,23,10000
1416, S005           ,0,1,45,5381,7,284038,1,21.7944,74.2248,0,1,20,52412
1417, S010           ,2,0,21,2210,17,56000,2,10.8505,75.5919,0,3,25,10364
1418, S008           ,0,1,49,5786,8,357700,7,14.487,75.0497,0,1,18,55860
1419, S005           ,0,1,44,6208,5,295449,7,21.8627,74.4836,0,1,19,74344
1420, S003           ,1,1,74,10184,8,540383,9,19.5573,77.4558,1,2,20,124602
1421, S002           ,0,1,38,5819,7,318415,6,19.1438,72.4565,0,1,20,65781
1422, S005           ,2,0,19,839,24,56000,3,13.4632,72.9811,0,3,24,11874
1423, S009           ,0,0,51,4362,7,322154,7,26.4612,78.8618,0,2,19,58687
1424, S009           ,1,2,100,10393,5,458187,6,21.4056,80.8787,1,0,21,131425
1425, S004           ,2,0,6,1794,24,61320,2,10.8505,71.6048,0,3,24,10000
1426, S002           ,0,1,41,5466,6,325651,3,22.8655,73.8556,0,2,19,71815
1427, S007           ,0,1,48,5388,20,276797,6,11.7923,73.8525,0,1,25,58728
1428, S003           ,1,2,71,9935,6,519238,5,22.8044,78.9472,1,0,22,125616
1429, S003           ,2,0,97,1635,19,56030,3,20.4129,77.0747,0,3,25,10000
1430, S010           ,1,2,93,8492,5,420319,6,23.3172,84.3645,1,0,20,150000
1431, S006           ,1,2,100,7918,6,595377,5,19.8364,84.3647,1,0,19,149869
1432, S008           ,0,1,53,6118,7,285643,7,26.5374,74.1702,0,1,18,64400
1433, S005           ,1,1,38,2270,19,56000,3,24.7355,74.8691,0,3,18,17881
1434, S003           ,2,2,6,863,17,63062,7,10.8505,74.4325,0,3,22,26145
1435, S006           ,2,0,18,1272,23,56000,8,10.8505,77.3185,0,3,24,140808
1436, S002           ,2,1,45,4682,6,222123,1,25.7819,74.2107,0,2,20,73391
1437, S007           ,2,0,25,926,21,70312,6,10.8505,75.1418,0,1,25,20456
1438, S006           ,2,0,16,10003,23,56000,8,10.8505,75.9533,1,3,24,10000
1439, S007           ,2,1,6,1449,24,59739,3,21.2584,75.0614,0,3,22,10000
1440, S004           ,2,0,11,2348,21,56000,2,10.8505,72.9667,0,3,25,10000
1441, S009           ,1,2,92,9916,4,603039,9,19.5556,80.3332,1,0,21,126987
1442, S007           ,2,0,19,835,24,108452,1,10.8505,75.3985,0,3,25,10000
1443, S005           ,0,1,53,5899,8,337008,0,23.9543,75.2049,0,2,19,64807
1444, S007           ,1,2,6,8629,4,571590,5,23.5263,71.1924,0,0,21,116970
1445, S004           ,0,0,14,720,23,56000,1,10.8505,75.8929,0,3,21,10000
1446, S009           ,1,2,90,8702,5,656363,1,21.4688,76.5265,1,0,20,145298
1447, S008           ,0,2,48,9565,6,269367,9,21.8642,76.1851,0,1,20,57321
1448, S003           ,2,1,53,5218,6,340566,3,22.3493,72.1122,0,3,20,73571
1449, S002           ,1,1,98,5238,6,300649,7,25.1899,77.9234,1,0,22,122166
1450, S006           ,1,2,100,9642,5,636642,9,23.4732,78.6698,1,0,25,100167
1451, S008           ,0,1,46,6353,7,323859,9,25.2383,71.1924,0,1,24,72062
1452, S003           ,1,2,95,9775,5,567038,2,22.431,83.7493,1,0,19,94959
1453, S008           ,0,1,51,4864,6,283869,0,22.5042,71.7966,0,2,20,57803
1454, S006           ,2,0,47,1419,23,70968,2,12.5427,77.3472,0,3,25,10000
1455, S003           ,2,0,14,2055,17,56000,8,10.8505,75.9562,1,0,24,116696
1456, S002           ,2,0,11,720,19,56000,1,25.9446,71.1924,1,0,24,10000
1457, S004           ,2,0,14,2060,22,69344,2,15.385,74.9581,0,3,25,14651
1458, S008           ,1,2,100,9172,8,462032,2,27.1176,74.0793,1,0,19,118557
1459, S006           ,2,2,89,4727,5,93930,3,12.6545,74.6215,0,0,21,56866
1460, S002           ,0,0,98,4863,6,526279,0,28.6139,71.1924,0,3,19,55377
1461, S008           ,2,0,8,5760,17,56000,2,15.1642,76.3745,1,1,22,10000
1462, S010           ,0,0,18,1525,18,307027,8,21.4642,74.4255,0,1,24,103622
1463, S004           ,2,0,18,1734,21,68562,2,10.8505,76.0374,0,3,25,30950
1464, S006           ,2,2,23,2295,18,122900,2,28.6139,77.661,0,2,24,17807
1465, S007           ,1,2,7,1615,17,93175,8,21.3649,78.7599,0,1,23,10000
1466, S005           ,0,1,49,6537,5,277183,0,23.7201,74.8455,1,1,18,59379
1467, S006           ,1,1,88,10034,7,557877,7,25.1284,75.6918,0,0,19,144560
1468, S004           ,2,2,100,10390,5,533744,6,10.8505,87.855,1,3,24,108169
1469, S005           ,2,2,42,9876,6,250123,9,21.478,76.0026,0,1,19,80392
1470, S003           ,1,2,53,10042,4,515037,9,23.7782,75.121,1,0,19,121398
1471, S004           ,2,1,94,720,19,56000,7,26.2465,78.0578,1,0,20,10000
1472, S009           ,1,2,79,8486,6,620223,8,21.4492,80.0181,1,2,20,126098
1473, S002           ,0,1,43,5727,7,248636,0,23.8109,71.583,0,1,19,54926
1474, S006           ,1,1,21,9746,5,282927,5,22.2828,76.1806,0,3,20,47663
1475, S002           ,0,1,51,6134,24,331207,8,26.0881,73.8788,0,1,20,60286
1476, S008           ,0,1,47,3966,5,243929,1,28.3447,76.505,0,3,18,48837
1477, S007           ,2,0,13,2479,22,82706,3,11.0556,76.8115,0,3,24,10000
1478, S005           ,2,1,50,5653,7,264008,2,14.091,77.0936,1,3,18,63084
1479, S007           ,1,2,100,9798,16,572014,5,21.9542,87.1556,1,0,22,121788
1480, S007           ,2,1,14,1112,24,56000,2,22.2458,73.579,0,3,18,10000
1481, S010           ,2,0,13,1557,24,56000,3,10.8505,75.0702,1,3,25,10000
1482, S003           ,2,0,10,965,18,56000,8,11.6308,75.7965,0,3,24,90986
1483, S006           ,2,1,6,1202,6,146755,2,10.8505,73.3582,0,1,21,65844
1484, S005           ,0,2,48,5763,7,349952,7,26.6424,76.1147,0,1,20,57139
1485, S005           ,1,1,88,9008,6,591705,7,23.8881,73.1326,1,3,19,11137
1486, S004           ,2,0,12,2433,17,56000,2,10.8505,71.4746,1,3,22,12753
1487, S005           ,0,1,46,5647,8,273322,0,11.1143,71.1924,0,1,20,56806
1488, S009           ,2,0,14,10284,5,56000,9,23.7025,77.5815,1,3,23,16073
1489, S009           ,2,2,6,10500,7,530110,0,20.928,78.438,1,0,20,108132
1490, S010           ,2,0,16,1760,17,56000,2,10.8505,75.0271,0,3,24,10000
1491, S004           ,2,0,34,5897,24,56000,3,18.7853,73.722,0,3,24,54718
1492, S009           ,2,2,7,1543,17,56000,9,10.8505,76.9903,1,3,23,10000
1493, S003           ,2,0,89,1066,16,56000,9,21.5594,76.1004,0,0,25,10000
1494, S006           ,1,2,78,10500,5,676445,5,19.9866,83.7395,1,0,21,114850
1495, S002           ,0,1,43,5538,23,97454,7,17.9117,72.4458,0,2,20,65849
1496, S008           ,2,0,10,720,22,56000,0,10.8505,75.2963,0,3,23,16615
1497, S003           ,2,0,19,1976,19,106920,3,10.8505,72.4152,0,3,21,10000
1498, S009           ,1,2,95,9968,5,666335,5,22.6668,83.9486,0,0,21,102557
1499, S002           ,2,1,47,4418,7,288273,2,26.1908,74.2473,0,2,20,71767
1500, S002           ,0,1,43,5553,6,334895,7,24.4491,76.0019,1,1,18,65081
1501, S003           ,0,2,44,4951,7,313679,6,10.8505,76.3318,0,2,21,68378
1502, S008           ,1,2,87,8101,7,386354,6,20.1129,71.984,1,3,24,136042
1503, S008           ,0,1,47,5350,5,299857,0,15.3157,76.2986,0,1,19,57679
1504, S009           ,1,2,83,10500,21,573170,9,10.8505,78.1628,1,3,23,143531
1505, S008           ,1,2,99,10500,5,592648,5,12.9473,74.4404,0,0,24,99232
1506, S004           ,2,0,9,2399,20,56000,3,11.1982,74.4488,0,3,24,10000
1507, S007           ,2,0,9,720,24,56000,3,21.3551,75.394,0,3,24,10000
1508, S010           ,2,2,10,1670,24,432569,2,10.8505,76.0682,0,3,24,10000
1509, S003           ,0,2,97,10500,6,557831,8,25.3015,84.2646,1,0,19,95567
1510, S006           ,1,2,95,10500,6,573887,6,22.0002,87.855,1,0,21,118051
1511, S007           ,2,0,6,1218,18,70148,2,24.3313,76.9786,0,3,23,20059
1512, S005           ,0,1,16,5219,7,335815,7,21.8418,76.0646,1,0,19,20060
1513, S004           ,2,0,16,3084,21,56000,3,11.9317,76.1898,0,3,23,12355
1514, S008           ,0,1,37,5145,7,322266,7,14.0476,78.1887,0,1,19,104305
1515, S010           ,2,0,6,2017,23,99521,2,10.8505,74.9904,0,3,25,10000
1516, S007           ,2,0,11,720,19,56000,6,10.8505,74.4669,0,3,23,11234
1517, S006           ,0,1,42,6091,8,321589,1,27.459,73.4271,1,2,20,67322
1518, S003           ,1,2,87,9694,5,580736,5,21.0729,77.0659,1,0,19,95476
1519, S005           ,0,2,6,4360,7,296306,9,21.9905,74.106,0,0,18,133987
1520, S010           ,2,0,22,1974,17,85759,9,10.8505,78.3956,1,3,23,12194
1521, S003           ,1,2,89,8273,5,444429,5,17.7521,87.7538,1,0,21,110494
1522, S006           ,2,1,46,6023,8,624003,3,27.059,74.0575,1,3,21,59942
1523, S010           ,2,0,13,1600,21,56000,2,10.8505,76.19,0,3,24,10000
1524, S002           ,1,1,100,9237,7,571065,1,23.3729,73.9228,0,0,18,71314
1525, S006           ,1,2,96,8731,4,632345,6,20.8305,82.2764,1,0,23,113624
1526, S004           ,0,1,44,4950,7,274970,5,25.8045,73.5891,0,1,18,56800
1527, S005           ,1,0,11,720,5,56000,5,10.8505,75.8277,0,2,24,10000
1528, S003           ,1,2,93,8610,6,527068,6,18.7559,75.6008,1,1,20,120818
1529, S004           ,2,0,13,1610,20,90971,2,17.3296,78.4301,0,2,24,10313
1530, S003           ,1,2,92,9462,8,626116,5,21.7858,82.9331,1,0,18,147688
1531, S008           ,0,1,54,6394,5,284163,7,14.6384,76.933,0,1,21,79886
1532, S002           ,1,2,41,8240,8,468441,0,12.1188,76.4398,1,0,19,112102
1533, S007           ,0,1,52,5280,6,279444,9,10.8505,71.1924,0,1,18,65805
1534, S009           ,1,2,88,8599,7,641056,9,12.3027,75.0364,1,0,21,150000
1535, S003           ,1,2,92,9010,5,609875,7,10.8505,76.3611,0,0,20,130224
1536, S009           ,1,2,90,10063,6,537117,9,17.8925,87.855,1,0,21,128111
1537, S002           ,0,1,43,4909,7,259917,7,26.6197,74.5163,0,1,18,67456
1538, S008           ,0,1,49,5696,5,350170,7,27.8586,73.607,0,1,18,72059
1539, S007           ,2,0,13,1067,21,106837,0,11.1142,79.4705,0,3,24,10000
1540, S005           ,2,0,6,720,7,68275,7,10.8505,77.2748,1,3,18,10000
1541, S006           ,2,1,44,5391,6,260128,0,13.0678,73.1237,1,1,19,62399
1542, S002           ,0,1,45,10052,5,700000,6,10.8505,72.5125,1,1,20,73387
1543, S004           ,0,2,92,3033,5,258552,7,10.8505,75.2457,0,1,20,64037
1544, S009           ,1,2,82,8227,4,573747,9,19.2998,82.9616,1,0,19,134355
1545, S010           ,1,0,6,2001,12,92608,8,10.8505,75.0815,1,3,23,13601
1546, S007           ,2,0,17,1622,23,56000,3,14.9504,71.1924,0,3,25,10000
1547, S002           ,0,1,48,5415,7,326921,1,25.5412,74.4357,0,1,18,72105
1548, S003           ,1,2,100,10500,7,265427,9,22.9826,78.0085,1,0,20,128518
1549, S004           ,2,1,50,10500,5,471095,0,21.225,79.3229,0,0,20,123585
1550, S010           ,2,0,17,1333,23,89913,3,10.8505,74.7755,0,3,22,10000
1551, S006           ,1,2,69,8953,5,668963,6,19.3675,81.1976,0,3,20,121803
1552, S010           ,2,2,80,720,20,112619,9,10.8505,87.8334,1,0,25,117069
1553, S009           ,1,2,100,10500,5,513532,9,10.8505,80.8864,1,0,19,109637
1554, S004           ,0,1,87,4741,6,484735,7,22.025,77.7166,1,1,21,125485
1555, S010           ,2,0,6,720,21,56000,8,12.6879,76.7239,0,3,23,10000
1556, S002           ,0,1,50,5546,5,262132,8,17.3043,77.3326,1,2,19,64042
1557, S010           ,2,0,17,1724,22,549251,2,12.4779,74.954,0,3,25,117404
1558, S010           ,2,0,7,1608,17,56000,2,11.2454,75.6927,0,3,24,21854
1559, S008           ,1,2,90,9404,7,687813,6,10.8505,71.1924,0,0,20,109583
1560, S005           ,1,1,45,10287,5,270870,5,13.0521,74.5128,1,2,18,66348
1561, S004           ,2,2,14,9730,17,573334,8,21.8496,74.0334,1,3,25,125008
1562, S010           ,1,1,24,1552,14,56000,2,22.8593,76.0938,1,3,23,10000
1563, S010           ,0,1,40,5507,20,325576,0,10.8505,73.6208,1,1,18,63851
1564, S004           ,2,0,15,1890,15,56000,6,12.517,78.6697,0,1,24,10000
1565, S006           ,1,2,92,9214,5,608032,9,23.9421,81.4551,0,0,23,115505
1566, S005           ,1,0,50,5244,6,379903,9,10.8505,76.5956,0,2,20,59265
1567, S002           ,2,0,6,1235,24,56000,8,12.126,72.6676,1,3,23,21637
1568, S005           ,2,0,46,10500,6,56000,5,24.2768,71.5052,0,0,19,10000
1569, S007           ,2,0,9,2527,14,56000,3,13.1136,74.4528,0,3,22,63449
1570, S005           ,0,1,6,2038,7,56000,3,12.0692,71.1924,1,3,23,10000
1571, S009           ,1,2,85,10500,6,569828,5,22.734,75.3401,0,0,21,63685
1572, S003           ,2,0,9,823,17,58350,8,16.5192,77.9272,1,3,22,13007
1573, S003           ,1,1,100,2093,19,500246,8,10.8505,75.5811,1,0,19,14303
1574, S002           ,0,1,37,4912,8,297158,7,27.4224,75.307,1,1,18,72785
1575, S005           ,0,1,46,5319,6,292067,6,15.1939,76.38,1,1,19,68872
1576, S008           ,0,1,50,5452,8,279704,0,26.0115,76.3649,0,3,19,69786
1577, S002           ,2,1,93,5323,6,265816,5,22.129,80.9515,0,2,21,69952
1578, S005           ,0,1,46,5969,7,290005,0,27.1224,75.8845,0,2,18,64457
1579, S004           ,2,1,78,1325,18,105430,8,12.3794,78.6943,0,0,24,10000
1580, S003           ,0,1,43,5036,7,261041,0,12.0109,76.1465,0,1,19,66951
1581, S006           ,1,2,99,8885,6,580314,9,10.8505,83.7835,1,0,19,116159
1582, S007           ,2,0,11,2109,19,56000,8,10.8505,73.8456,0,3,24,10000
1583, S009           ,1,2,83,9596,6,590571,6,10.8505,74.9743,1,0,18,130638
1584, S006           ,1,2,82,10095,5,530520,9,24.2198,87.855,1,0,25,103156
1585, S008           ,0,1,53,4870,6,284883,0,25.8172,71.1924,0,2,18,64960
1586, S006           ,2,1,45,5187,8,261651,3,23.7112,71.1924,0,1,20,68606
1587, S004           ,2,0,16,1269,24,56000,2,10.8505,76.5224,0,3,24,10000
1588, S008           ,0,1,43,5370,7,339079,7,23.823,76.9481,1,1,19,69041
1589, S008           ,0,1,39,6359,7,246956,1,24.6225,75.834,0,2,19,71117
1590, S006           ,1,0,6,913,6,558178,9,14.2546,77.5517,1,0,24,116348
1591, S007           ,1,2,94,9007,6,502251,9,23.1321,76.4438,0,0,22,127900
1592, S002           ,2,1,100,4524,7,565699,1,24.3454,74.6098,0,2,20,54585
1593, S006           ,0,1,8,9148,5,283107,5,26.247,77.0639,0,0,20,117429
1594, S009           ,0,2,14,790,7,251987,0,15.8078,75.8787,0,3,22,10000
1595, S008           ,2,1,43,6054,4,252332,3,16.1642,75.6637,0,1,19,60738
1596, S007           ,2,1,90,9582,6,526820,3,10.8505,78.8809,0,0,20,62070
1597, S009           ,1,2,77,9798,5,615827,5,18.0954,79.4054,1,0,21,148668
1598, S004           ,2,0,14,2166,24,56000,8,22.5373,75.5408,1,3,24,16792
1599, S005           ,2,1,56,4942,5,80968,7,20.7071,76.2291,1,1,23,134326
1600, S005           ,0,1,47,4615,6,300676,2,24.4643,74.3779,0,2,19,64930
1601, S010           ,2,0,6,720,24,56000,2,10.8505,74.5201,0,3,24,10000
1602, S005           ,1,2,93,10500,4,660479,1,26.3554,75.2545,0,0,21,149545
1603, S009           ,2,0,20,8016,24,102403,3,12.3949,76.8312,1,0,19,10000
1604, S010           ,1,0,16,1316,18,56000,2,15.0574,77.0893,1,3,25,10000
1605, S005           ,0,1,100,4462,5,584271,2,21.2622,71.1924,0,3,23,113147
1606, S010           ,2,0,15,764,24,73730,3,10.8505,76.6477,0,3,23,10000
1607, S007           ,0,2,89,10097,5,610983,3,20.7941,82.3453,1,1,24,122079
1608, S007           ,1,2,88,775,6,648681,6,25.9065,74.2488,1,0,20,126321
1609, S008           ,0,1,52,5811,7,326885,1,28.122,75.0456,0,2,18,54440
1610, S003           ,1,2,98,7719,5,558612,2,12.0098,77.4103,1,0,20,115869
1611, S006           ,1,2,93,9325,4,685643,5,22.0008,82.6661,1,0,21,100750
1612, S004           ,0,1,51,5927,4,251059,7,12.7291,76.2502,0,1,19,51505
1613, S004           ,2,0,26,845,16,56000,3,15.1691,73.6719,0,3,24,10000
1614, S007           ,2,0,15,1027,23,56000,2,12.4634,76.3353,0,3,24,18841
